Código;Fantasia;Nome completo;Fone;UF;Cidade;Bairro;Endereço;CEP;Latitude;Longitude;F/J;Id. F.Pagto;F.Pagto;Id.Vendedor;Vendedor;Vendedor Externo;Id.Região;Região;CNPJ/CPF;Inscr. Estadual;E-mail;Cliente desde;Operador;Conceito;Id. Principal;Fantasia Principal;Id. Transportadora;Transportadora;Premiação;Frete Cli.;Emp. de Operação;Local de montagem
149.608;BRAVOLUZ COMERCIAL -;BRAVOLUZ COMERCIAL - EIRELI;COM:41-3076.4588;PR;CURITIBA;BOQUEIRÃO;Rua Bom Jesus de Iguape,5134;81730-020;0;0;J;0;;;;;;;13.487.742/0001-35;90554616-32;laercio@bravoluz.com.br, bravoluz@terra.com.br.;  /  /;;;0;;0;;;a;0;
328.054;BRAZ E BRITO REFRIGA;BRAZ E BRITO REFRIGERACAO LTDA;;RJ;RIO DE JANEIRO;CENTRO;Rua Evaristo da Veiga,16;20031-040;-23;-43;J;0;;;;;;;20.308.435/0001-05;86695243;brazebrito@gmail.com;  /  /;;;328054;BRAZ E BRITO REFRIGA;0;;;;0;
146.608;BRF - PERDIGAO;BRF - PERDIGAO;COM:21-3747.3343;RJ;DUQUE DE CAXIAS;PARQUE DUQUE;Avenida OL 3,200;25085-375;0;0;J;0;;;;;;;01.838.723/0413-11;79810169;tributariocsc@brf.com;  /  /;;;146608;BRF - PERDIGAO;0;;;a;0;
321.457;BRINDES RJ & COUROMX;BRINDES RJ & COUROMIX LTDA;COM:21-3244.2909;MG;BELO HORIZONTE;IPIRANGA;Rua Ubaí,72;31140-610;0;0;J;0;;;;;;;26.506.708/0001-02;002.860653.00-34;brindes@brindesriodejaneiro.com.br;  /  /;;;321457;BRINDES RJ & COUROMX;0;;;a;0;
327.574;BRISA ADMINISTRACAOA;BRISA ADMINISTRACAO DE BENS PROPRIOS E A;;RJ;RIO DE JANEIRO;BARRA DA TIJUCA;Avenida Flamboyants da Peninsula,1180 - APT 703;22776-070;-23;-43;J;0;;;;;;;38.080.031/0001-72;14503862;everton@brisagraphics.com.br;  /  /;;;327574;BRISA ADMINISTRACAOA;0;;;;0;
321.180;BROTHERHOOD INFORMAC;BROTHERHOOD COMERCIO DE TECNOLOGIA LTDA;;RJ;RIO DE JANEIRO;PECHINCHA;Estrada do Tindiba,332 - SAL 0608;22740-360;0;0;J;0;;;;;;;26.392.066/0001-68;87247856;alexandre@bhtec.info;  /  /;;;0;;0;;;a;0;
325.357;BRS SP SUPRIMENTOS A;BRS SP SUPRIMENTOS CORPORATIVOS S/A;COM:51-3081.7500;SP;SAO BERNARDO DO CAMPO;BATISTINI;Rua Jose Martins Fernandes,601;09843-400;-24;-47;J;0;;;;;;;03.746.938/0015-49;799717070113;fiscal@brsupply.com.br;  /  /;;;325357;BRS SP SUPRIMENTOS A;0;;;;0;
319.495;BRSUPPLY;BRS SP SUPRIMENTOS CORPORATIVOS LTDA.;;SP;SÃO BERNARDO DO CAMPO;BATISTINI;Rua José Martins Fernandes,601;09843-400;0;0;J;0;;;;;;;03.746.938/0001-43;799.061.402.111;eliana.dias@brsupply.com.br;  /  /;;;0;;0;;;a;0;
327.600;BRUNA BONOTTO;BRUNA BONOTTO TOMIROTTI;;SP;SAO PAULO;CIDADE LIDER;Rua Acaiaca,42;08285-020;-24;-46;J;0;;;;;;;22.499.606/0001-56;144608654111;site;  /  /;;;327600;BRUNA BONOTTO;0;;;;0;
325.984;BS BAGS;BS BAGS IND. E COM. DE EMBALAGENS DE RAA;;RJ;DUQUE DE CAXIAS;VILA SAO LUIS;Avenida Perimetral Quatorze de Julho,SN - LOTE 02 QUADRA26 P;25065-062;-23;-43;J;0;;;;;;;52.154.172/0001-13;13422141;comercial@sacacho.com.br;  /  /;;;325984;BS BAGS;0;;;;0;
325.175;BUDDHA SPA;JG PARTNERS LTDA;;SP;SAO PAULO;HIGIENOPOLIS;Rua Alagoas,1158;01242-000;-24;-47;J;0;;;;;;;03.444.793/0001-26;141777047110;corporativo@buddhaspa.com.br;  /  /;;;325175;BUDDHA SPA;0;;;;0;
327.386;BUENO DESIGN;50.811.373 CAIO SANT ANNA BUENO MOACYR;;RJ;RIO DE JANEIRO;GRAJAU;Rua Jose do Patrocinio,402;20560-160;-23;-43;J;0;;;;;;;50.811.373/0001-10;14025987;gbuenorj@gmail.com;  /  /;;;327386;BUENO DESIGN;0;;;;0;
326.650;BUFE PASTA E ESTILOA;BUFE PASTA E ESTILO LTDA;;SP;SAO PAULO;PARAISO;Rua Abilio Soares,218 - TERREOLANCHONETE;04005-000;-24;-47;J;0;;;;;;;13.217.986/0001-06;147809154114;arismarmion@hotmail.com;  /  /;;;326650;BUFE PASTA E ESTILOA;0;;;;0;
327.793;BUHLER DO BRASIL;BUHLER DO BRASIL LTDA.;COM:41-3568.9678;PR;CURITIBA;CIDADE INDUSTRIAL;Avenida Juscelino Kubitschek de Oliveira,1105 - ANEXO FAB-4;81280-140;0;0;J;0;;;;;;;42.599.019/0001-46;1014092362;bhdb.contabilidade@buhlergroup.com;  /  /;;;327793;BUHLER DO BRASIL;0;;;;0;
321.606;BUHLER INDUSTRIA E A;BUHLER INDUSTRIA E COMERCIO DE EQUIPAMEA;COM:47-3031.7170;SC;JOINVILLE;ZONA INDUSTRIAL NORTE;Rua Dona Francisca,8300 - SALA 403 404E405 AGORA MB;89219-600;0;0;J;0;;;;;;;60.885.761/0003-61;ISENTO;renato.denleschi@buhlergroup.com;  /  /;;;321606;BUHLER INDUSTRIA E A;0;;;a;0;
321.607;BUHLER INDUSTRIA E S;BUHLER INDUSTRIA E COMERCIO DE EQUIPAMES;COM:47-98844.7545;PR;CURITIBA;CIDADE INDUSTRIAL;Avenida Juscelino Kubitschek de Oliveira,1105 - FAB-4;81280-140;0;0;J;0;;;;;;;60.885.761/0001-08;90807659-13;renato.denleschi@buhlergroup.com;  /  /;;;321607;BUHLER INDUSTRIA E S;0;;;a;0;
328.386;BULMER CONFECCAO E A;BULMER CONFECCAO E COMERCIO DE ROUPAS LA;;RJ;PETROPOLIS;CENTRO;Rua Visconde de Bom Retiro,313;25625-023;0;0;J;0;;;;;;;53.283.101/0001-83;14305602;sac@bulmer.com.br;  /  /;;;328386;BULMER CONFECCAO E A;0;;;;0;
328.488;BUMPER MAGAZINE COMA;BUMPER MAGAZINE COMERCIO DE ELETRO ELETA;COM:11-114787565.4110;SP;TABOAO DA SERRA;NUCLEO RESIDENCIAL ISABELA;Avenida Albert Einstein,80;06780-900;0;0;J;0;;;;;;;07.884.334/0001-14;675380525117;processos@wbapoiocontabil.com.br;  /  /;;;328488;BUMPER MAGAZINE COMA;0;;;;0;
322.505;BUNZL EQUIPAMENTOS A;BUNZL EQUIPAMENTOS PARA PROTECAO INDIVIA;;SP;GUARULHOS;JARDIM ARAPONGAS;"Estrada Velha Guarulhos-São Miguel,5135 - BOX: 301;";07210-250;-23;-46;J;0;;;;;;;43.854.777/0001-26;796.292.477.119;thiago.penteado@bunzl.com.br;  /  /;;;322505;BUNZL EQUIPAMENTOS A;0;;;a;0;
326.042;BUSCH DO BRASIA;BUSCH DO BRASIL LTDA;;SP;JARINU;UNDEFINED;undefined,160;13240-000;-23;-47;J;0;;;;;;;03.176.066/0001-25;400063813118;gustavo.nery@buschdobrasil.com.br;  /  /;;;326042;BUSCH DO BRASIA;0;;;;0;
326.123;BÚZIOS BEACH RESORT;NOVA CALDAS ADMINISTRACAO E SERVICOS HOA;COM:22-2633.6700;RJ;ARMACAO DOS BUZIOS;TUCUNS;Rua das Dunas,SN - QUADRA H LOTE 01;28954-660;-23;-42;J;0;;;;;;;24.832.586/0001-19;12804512;eventos1@buziosbeachresort.com.br;  /  /;;;326123;BÚZIOS BEACH RESORT;0;;;;0;
325.139;BYCYBER;BYCYBER SOLUCOES DIGITAIS IMPR LTDA;;SP;SAO PAULO;INDIANOPOLIS;ALAMEDA DOS MARACATINS,168;04089-000;-24;-47;J;0;;;;;;;44.274.814/0001-90;133503067113;bycyber@gmail.com;  /  /;;;325139;BYCYBER;0;;;;0;
322.551;BZ TECH;BZ TECH AUTOMACAO COMERCIAL LTDA;COM:41-3045.9111;PR;CURITIBA;MERCÊS;Rua Capitão Virgínio de Oliveira Mello,163;80510-110;-25;-49;J;0;;;;;;;11.460.004/0001-79;;jaime@bztech.com.br;  /  /;;;322551;BZ TECH;0;;;a;0;
325.372;C G LIMPEZA;LAFNE COMERCIO E BAZAR LTDA;;RJ;RIO DE JANEIRO;SANTO CRISTO;Rua Equador,436;20220-410;-23;-43;J;0;;;;;;;12.698.563/0001-84;79209929;atendimento@cglimpeza.com.br;  /  /;;;325372;C G LIMPEZA;0;;;;0;
322.552;C M MARTINS PEREIRA;C M MARTINS PEREIRA;COM:81-3422.0252;PE;RECIFE;PINA;Avenida Antônio de Góes,60;51010-000;-8;-35;J;0;;;;;;;05.690.866/0001-95;;comercial@processtec.com.br;  /  /;;;322552;C M MARTINS PEREIRA;0;;;a;0;
325.127;CA PRODUCAO;CA PRODUCAO E EVENTOS LTDA;COM:21-99734.9802;RJ;RIO DE JANEIRO;BARRA DA TIJUCA;Avenida das Americas,500;22640-904;-23;-43;J;0;;;;;0101010101;RJ/OFF LENTES;24.401.459/0001-65;;drfranca11@gmail.com;  /  /;;;325127;CA PRODUCAO;0;;;;0;
324.388;CACAU COMERCIO;CACAU COMERCIO ELETRONICO LTDA;COM:11-4144.9800;SP;ITAPEVI;ESTANCIA SAO FRANCISCO;Estrada Antiga de Itu,140 - SALA 2;06695-570;-24;-47;J;0;;;;;;;32.143.933/0001-24;373212400111;vanessa.gomes@cacaushow.com.br;  /  /;;;324388;CACAU COMERCIO;0;;;;0;
327.567;CADEIRA BRASIL;CB CADEIRA BRASIL LTDA;;SP;MOGI GUACU;JARDIM ITAMARATY;Rua Sebastiao Bueno,595;13843-130;-22;-47;J;0;;;;;;;23.685.751/0001-94;455206963112;comercial@cadeirabrasil.com.br;  /  /;;;327567;CADEIRA BRASIL;0;;;;0;
328.631;CAIXAS PLASTICAS ETA;ESTELLA LACERDA TEIXEIRA LOBATO - APARES;;SP;SAO PAULO;JARDIM DAS ROSAS (IGUATEMI);Rua George Finden,105;08372-201;0;0;J;0;;;;;;;36.264.465/0001-05;128503053118;etaequipamentos@gmail.com;  /  /;;;328631;CAIXAS PLASTICAS ETA;0;;;;0;
325.140;CALICH GRAFICA DIGIA;CALICH GRAFICA DIGITAL LTDA;;RS;PORTO ALEGRE;PETROPOLIS;Avenida Ipiranga,5200;90610-000;-30;-51;J;0;;;;;;;18.328.652/0001-15;144/0112166;zonasul@redeprint.com.br;  /  /;;;325140;CALICH GRAFICA DIGIA;0;;;;0;
321.962;CAMARC COMERCIO DE A;CAMARC COMERCIO DE ACESSORIOS INDUSTRIAA;;RJ;RIO DE JANEIRO;CAMPO GRANDE;Rua Taufik Dib,S/N - LOTE 26 / QUADRA C;23076-380;-23;-44;J;0;;;;;;;11.037.048/0001-90;78831847;barbara@camarc.com.br;  /  /;;;321962;CAMARC COMERCIO DE A;0;;;a;0;
328.305;CAMILA DE MAXIMO;CAMILA DE MAXIMO BRAZ;;SP;SAO PAULO;CERQUEIRA CESAR;Rua Haddock Lobo,936;14140-00;0;0;J;0;;;;;;;34.078.272/0001-26;279100861118;site;  /  /;;;328305;CAMILA DE MAXIMO;0;;;;0;
323.968;CAMPESTRE RIO;CORTEZ COMERCIO, LOCACAO E SERVICOS DE A;;RJ;GUAPIMIRIM;PARQUE SILVESTRE;Rua Ayrton Senna,S/N - LOTE 1 E 2;25945-562;-23;-43;J;0;;;;;;;20.816.553/0001-24;86.750.46-5;onix@onix.cnt.br;  /  /;;;323968;CAMPESTRE RIO;0;;;;0;
326.903;CANO DAGUA MATERIA.;CANO DAGUA MATERIAIS HIDRAULICOS LTDA.;;PR;ARAPONGAS;JARDIM PRIMAVERA;Rua Gaturamo,407;86702-001;-23;-51;J;0;;;;;;;10.740.820/0001-73;9047887590;site;  /  /;;;326903;CANO DAGUA MATERIA.;0;;;;0;
326.709;CANVA MARKETING LTDA;CANVA MARKETING LTDA;;GO;GOUVELANDIA;GOUVELANDIA;AV ABILIO RODRIGUES DA CUNHA,101;75865-000;-18;-50;J;0;;;;;;;45.537.041/0001-50;;contato@agapeempresarial.com;  /  /;;;326709;CANVA MARKETING LTDA;0;;;;0;
323.437;CARAVELAS EVENTOS;CARAVELAS EVENTOS LTDA;COM:21-2539.0598;RJ;RIO DE JANEIRO;BOTAFOGO;Rua Visconde de Caravelas,51;22271-021;-23;-43;J;0;;;;;;;12.726.084/0001-24;;eventos.caravelas@gmail.com;  /  /;;;323437;CARAVELAS EVENTOS;0;;;;0;
329.253;CARBON COMERCIO;CARBON COMERCIO DE LUBRIFICANTES;;RJ;RIO DE JANEIRO;SAO CRISTOVAO;Rua Conde de Leopoldina,316;20930-460;21;-23;J;0;;;;;;;36.940.478/0001-49;11709885;site;  /  /;;;329253;CARBON COMERCIO;0;;;;0;
319.268;CARDAL;CARDAL ELETRO METALURGICA LTDA;COM:11-3339.1505;SP;SÃO PAULO;BOM RETIRO;Rua dos Italianos,867;01131-000;0;0;J;0;;;;;;;43.562.859/0001-05;108948538114;televendas@cardal.com.br;  /  /;;;0;;0;;;a;0;
147.478;CARIMBOLANDIA CARIMB;CARIMBOLANDIA CARIMBOS E SERVICOS LTDA -;COM:21-2435.2767;RJ;RIO DE JANEIRO;TAQUARA;Rua Godofredo Viana,486 - FRENTE;22730-020;-23;-43;J;0;;;;;;;01.275.840/0001-20;2054191;lasiocontabil@yahoo.com.br;  /  /;;;147478;CARIMBOLANDIA CARIMB;0;;;a;0;
327.489;CARLOS EDUARDO MIG;CARLOS EDUARDO MIGUEL;COM:11-113754.3994;SP;SAO PAULO;VILA ANTONIETA;Rua Refinaria Mataripe,365;03477-010;-24;-47;J;0;;;;;;;21.051.384/0001-41;;acessoriosoticos@outlook.com.br;  /  /;;;327489;CARLOS EDUARDO MIG;0;;;;0;
329.290;CARMEL COMERCIO;CARMEL COMERCIO VAREJISTA LTDA;;SP;MOGI DAS CRUZES;COCUERA;Estrada Ritsuji Kayasima,6000;08880-500;9;-24;J;0;;;;;;;17.432.225/0001-10;454248245115;site;  /  /;;;329290;CARMEL COMERCIO;0;;;;0;
324.035;CARRINHOS NET;INDUSTRIA METALURGICA RPER LTDA;;PR;FAZENDA RIO GRANDE;EUCALIPTOS;Rua Jacarandá,499;83820-001;-26;-49;J;0;;;;;;;76.391.523/0001-78;1350003106;operacional@rper.com.br;  /  /;;;324035;CARRINHOS NET;0;;;;0;
100.186;CARTAO EMPRESA - ITA;CARTAO EMPRESA - ITAU CARD;COM:21-3733.2200;SP;SAO PAULO;PARQUE JABAQUARA;Praca Alfredo Egydio de Souza Aranha,100;04344-902;-24;-47;J;0;;;;;;;60.872.504/0001-23;;thamiris.souza@itaubba.com;  /  /;;;100186;CARTAO EMPRESA - ITA;0;;;a;0;
150.081;CARTAO EMPRESA - SAN;CARTAO EMPRESA - SANTANDER;COM:11-4004.3535;SP;SAO PAULO;VILA NOVA CONCEICAO;Avenida Presidente Juscelino Kubitschek,2041;04543-011;-24;-47;J;0;;;;;;;90.400.888/0001-42;;faturaporemail@santander.com.br;  /  /;;;150081;CARTAO EMPRESA - SAN;0;;;a;0;
327.264;CARVALHO JPC ILUMINA;CARVALHO JPC ILUMINACAO LTDA;COM:21-85421.5469;RJ;SAO GONCALO;VENDA DA CRUZ;Rua Doutor Porciuncula,226;24411-006;-23;-43;J;0;;;;;;;42.926.424/0001-21;12164785;carvalhojpc@outlook.com;  /  /;;;327264;CARVALHO JPC ILUMINA;0;;;;0;
319.202;CASA DAS BOMBAS;CASA DAS BOMBAS LTDA;COM:21-2717.4493;RJ;NITERÓI;ICARAÍ;Rua Mariz e Barros,319;24220-121;0;0;J;0;;;;;;;30.089.924/0001-77;80.021.57-7;vendas@casadasbombas.com.br;  /  /;;;0;;0;;;a;0;
324.263;CASA DAS LETRAS;AAA CASA DAS LETRAS COMUNICACAO VISUAA;;RJ;RIO DE JANEIRO;CACHAMBI;Rua Miguel Cervantes,616;20780-370;-23;-43;J;0;;;;;;;05.925.426/0001-70;;casadasletras@casadasletras.com;  /  /;;;324263;CASA DAS LETRAS;0;;;;0;
325.291;CASA DAS MOLDURAS;CASA DAS MOLDURAS LTDA;;SP;SAO PAULO;BRAS;Rua Maria Domitila,112;03003-010;-24;-47;J;0;;;;;;;53.698.163/0001-56;111121997113;casadasmolduras@casadasmoldurassp.com.br;  /  /;;;325291;CASA DAS MOLDURAS;0;;;;0;
151.014;CASA DO MECANICO;CASA DO MECANICO;COM:51-3222.7448;RS;PORTO ALEGRE;NAVEGANTES;Rua Doutor João Inácio,941;90230-181;0;0;J;0;;;;;;;94.038.874/0001-81;0962216887;contato@yourviews.com.br;  /  /;;;0;;0;;;a;0;
323.337;CASA DO MEDICO;GRANDMEDICAL MATERIAL MEDICO E HOSPITAL.;COM:21-3685.8085;RJ;RIO DE JANEIRO;BARRA DA TIJUCA;Avenida Ayrton Senna,01850;22775-003;-23;-43;J;0;;;;;;;11.155.316/0001-79;78.921.83-8;financeiro.barra@casadomedico.com.br;  /  /;;;323337;CASA DO MEDICO;0;;;;0;
328.055;CASA DOS PARAFUSOS;G.A. SILVA PARAFUSOS, MAQUINAS E FERRAMA;COM:62-623295556.6627;GO;GOIANIA;RODOVIARIO;Rua dos Missionarios,679;74430-360;-17;-49;J;0;;;;;;;02.532.281/0001-59;100274617;ctb.ga@terra.com.br;  /  /;;;328055;CASA DOS PARAFUSOS;0;;;;0;
326.183;CASA DOS RELES - ELA;CASA DOS RELES - ELETRO ELETRONICA LTDA;;SP;SAO PAULO;SANTA EFIGENIA;Rua General Osorio,272;01213-000;-24;-47;J;0;;;;;;;08.402.073/0001-11;;sid_cv@uol.com.br;  /  /;;;326183;CASA DOS RELES - ELA;0;;;;0;
325.077;CASA E CIA OUTLET;CASAECIAOUTLET COMERCIAL LTDA;;ES;SERRA;TERMINAL INTERMODAL DA SERRA;Avenida Seiscentos,SN - SETOR INDUSTRIAL TIMS QU;29161-399;-20;-40;J;0;;;;;;;28.211.110/0001-11;083336044;societario@andradecontabilidade.com.br;  /  /;;;325077;CASA E CIA OUTLET;0;;;;0;
319.384;CASA JHS;CASA JHS LTDA;COM:47-3545.1727;SC;POUSO REDONDO;ARROIO GRANDE;ROD 470,12775;89172-000;0;0;J;0;;;;;;;39.382.397/0001-69;260731064;atendimento@casajhs.com.br;  /  /;;;0;;0;;;a;0;
326.268;CASA RODRIGUES;ROMACRIL-RODRIGUES MATERIAIS PARA CONSTA;;PR;JARDIM ALEGRE;CENTRO;R SANTO ANTONIO,349;86860-000;-24;-52;J;0;;;;;;;80.812.092/0001-43;6490043150;site;  /  /;;;326268;CASA RODRIGUES;0;;;;0;
328.033;CASAMENTO INFINITO;CODE VISUAL LTDA;;SP;TABOAO DA SERRA;PARQUE TABOAO;Estrada Sao Francisco,2008 - SALA 1804;06765-000;-24;-47;J;0;;;;;;;36.008.890/0001-25;ISENTO;priscilaramalho@codevisual.com.br;  /  /;;;328033;CASAMENTO INFINITO;0;;;;0;
323.204;CASINHA DA URCA;CASINHA DA URCA RESTAURANTE EIRELI;COM:21-97648.7738;RJ;RIO DE JANEIRO;BOTAFOGO;Rua Marquês de Olinda,11;22251-040;-23;-43;J;0;;;;;;;04.714.059/0001-00;77.292.39-0;totiperico@icloud.com;  /  /;;;323204;CASINHA DA URCA;0;;;;0;
323.176;CASSOL CENTERLAR;CASSOL MATERIAIS DE CONSTRUCAO LTDA;COM:48-3035.8001;SC;SÃO JOSÉ;KOBRASOL;Rua Valdemar Avelino Mafra,S/N;88102-370;-28;-49;J;0;;;;;;;75.400.218/0027-71;;dpfiscal@cassol.com.br;  /  /;;;323176;CASSOL CENTERLAR;0;;;;0;
323.359;CASTELO DOS UNIFORMA;CASTELO DOS UNIFORMES LTDA;COM:21-2437.1086;RJ;RIO DE JANEIRO;RECREIO DOS BANDEIRANTES;Rua Vitorino Fernandes,580;22790-000;-23;-43;J;0;;;;;;;15.291.753/0001-70;79.636.03-7;vendas@castelodosuniformes.com;  /  /;;;323359;CASTELO DOS UNIFORMA;0;;;;0;
327.431;CATHE RESTAURANTE LA;CATHE RESTAURANTE LTDA;COM:54-543286.1935  COM:54-5499643.2745;RS;GRAMADO;CENTRO;R EMILIO SORGETZ,200;95670-000;-29;-51;J;0;;;;;;;47.331.839/0001-76;;leticiaf.rossa@gmail.com;  /  /;;;327431;CATHE RESTAURANTE LA;0;;;;0;
329.257;CBL;CBL CASA DAS BORRACHAS;;BA;SALVADOR;MARES;Rua Comendador Bastos,001;40445-110;40;-13;J;0;;;;;;;63.263.669/0001-96;031240695;site;  /  /;;;329257;CBL;0;;;;0;
327.235;CCM EVENTOS LTDA;CCM EVENTOS LTDA;;SP;SAO PAULO;BELA VISTA;Avenida Paulista 352,352 - SALA 25 26 27;01310-905;-24;-47;J;0;;;;;;;05.489.436/0003-71;ISENTO;gustavo.loforte@ccmgroup.com.br;  /  /;;;327235;CCM EVENTOS LTDA;0;;;;0;
149.869;CCM TUR;MADE FOR MEETINGS EVENTOS E VIAGENS LTDA;COM:51-3337.1887;SP;SAO PAULO;BELA VISTA;Avenida Paulista,352 - SALA 27;01310-905;-24;-47;J;0;;;;;;;20.402.187/0002-48;;magda.homrich@ccmgroup.com.br;  /  /;;;149869;CCM TUR;0;;;a;0;
328.843;CDCL COMERCIAL;CDCL COMERCIAL LTDA;;SC;SAO JOSE;CAMPINAS;Rua Jose Filomeno,86 - LOJA 05;88101-450;0;0;J;0;;;;;;;41.077.114/0001-17;260969184;site;  /  /;;;328843;CDCL COMERCIAL;0;;;;0;
325.860;CDPTOUR TURISMO;CDP TOUR TURISMO E FRETAMENTO LTDA;COM:21-213555.8115;RJ;RIO DE JANEIRO;REALENGO;Rua Dez,220;21750-363;-23;-43;J;0;;;;;;;14.509.351/0001-37;;cdptour@gmail.com;  /  /;;;325860;CDPTOUR TURISMO;0;;;;0;
319.252;CEI;C E I - CAIXAS E EMBALAGENS INDUSTRIAISI;COM:21-97938.9305  COM:21-2739.8381;RJ;MAGÉ;PARQUE DOS ARTISTAS (RIO DO OU;Rua Gilda de Abreu,811;25919-306;0;0;J;0;;;;;;;26.038.909/0001-22;87.271.90-0;"grazielasa@hotmail.com;comercial@ceiembalagens.com.br";  /  /;;;0;;0;;;a;0;
324.487;CELIO SS;CELIO JOSE DA SILVA SOBRINHO 04205919905;;PR;CURITIBA;CIDADE INDUSTRIAL;Rua Engenheiro Eduardo Afonso Nadolny - ate 505/506,379 - CO;81460-310;-26;-49;J;0;;;;;;;39.390.205/0001-66;ISENTO;celioss1984@gmail.com;  /  /;;;324487;CELIO SS;0;;;;0;
149.783;CELVAL EQUIPAMENTOS;CELVAL EQUIPAMENTOS ELETRICOS LTDA;COM:21-233.8877;RJ;RIO DE JANEIRO;SÃO CRISTÓVÃO;Rua Bela,305;20930-381;-23;-43;J;0;;;;;;;28.885.507/0001-99;82615873;vendas@celval.com.br;  /  /;;;149783;CELVAL EQUIPAMENTOS;0;;;a;0;
100.206;CENOFISCO EDITORA DE;CENOFISCO EDITORA DE PUBLIC. TRIBUTARIAS;COM:11-4862.0293;SP;SÃO PAULO;BELA VISTA;Avenida Paulista,1337 - 21 ANDAR;01311-200;0;0;J;0;;;;;;;82.429.556/0001-62;145781810110;francis.rj@cenofisco.com.br;  /  /;;;0;;0;;;a;0;
329.079;CENTAURI MATERIAIS;CENTAURI MATERIAIS ELETROCS E;COM:21-2222.2222;RJ;ITABORAI;CENTRO;Avenida Vinte e Dois de Maio,5840;24800-065;25;-23;J;0;;;;;;;26.736.554/0002-26;12011288;site;  /  /;;;329079;CENTAURI MATERIAIS;0;;;;0;
150.377;CENTER SOFT FILTROS;CENTER SOFT  F C E E P  DE AGUA;COM:21-2263.8722;RJ;RIO DE JANEIRO;CENTRO;Rua do Carmo,46 - A 54;20011-020;0;0;J;0;;;;;;;24.113.701/0001-03;87095541;atendimentocentersoft@gmail.com;  /  /;;;0;;0;;;a;0;
319.449;CENTRAL AR;RIQUENA NETO AR CONDICIONADO LTDA;COM:21-800779.3030;PB;CONDE;CENTRO;Rodovia BR 101,km 101;58322-900;0;0;J;0;;;;;;;08.382.929/0018-82;163290148;atendimento20@centralar.com.br;  /  /;;;0;;0;;;a;0;
326.225;CENTRAL BRINDES SUDA;CENTRAL BRINDES SUDESTE LTDA;COM:31-313653.1495;MG;BELO HORIZONTE;IPIRANGA;Rua Ubai,72;31140-610;-20;-44;J;0;;;;;;;45.498.191/0001-00;;asc.contabilidade@ig.com.br;  /  /;;;326225;CENTRAL BRINDES SUDA;0;;;;0;
325.237;CENTRAL CASE;CENTRAL CASE COMERCIO E SERVICOS DE EMB;;SP;SAO PAULO;CAPAO REDONDO;Rua Comendador Antunes dos Santos,1879;05861-260;-24;-47;J;0;;;;;;;48.963.754/0001-73;138359530115;fabricase@fabricase.com.br;  /  /;;;325237;CENTRAL CASE;0;;;;0;
325.529;CENTRAL CASES;CENTRAL CASES COMERCIO DE ELETRICA ELETR;;SP;SAO PAULO;SANTA EFIGENIA;Rua General Osorio,320;01213-000;-24;-47;J;0;;;;;;;37.665.836/0001-15;129228288111;comercialcentralcases@gmail.com;  /  /;;;325529;CENTRAL CASES;0;;;;0;
112.043;CENTRAL FIRE COM MAN;CENTRAL FIRE COM MANUT EQUIP LTDA;COM:21-2218.9097;RJ;RIO DE JANEIRO;RIACHUELO;Rua Magalhães Castro,140;20961-020;0;0;J;0;;;;;;;73.239.162/0001-50;85.558.02-1;comercial@centralfire.com.br;  /  /;;;0;;0;;;a;0;
326.090;CENTRAL FOGOES;CENTRAL FOGOES PECAS E ACESSORIOS LTDA;;SP;SAO PAULO;BRAS;Rua Firmiano Pinto,99 - 103, 109 , 117;03052-070;-24;-47;J;0;;;;;;;00.696.711/0001-42;114391220112;site;  /  /;;;326090;CENTRAL FOGOES;0;;;;0;
319.210;CENTRALAR;RIQUENA NETO AR CONDICIONADO LTDA;COM:18-3102.2016;ES;SERRA;BARRO BRANCO;Avenida Civit I,1795;29170-740;0;0;J;0;;;;;;;08.382.929/0017-00;083167501;fiscal@centralar.com.br;  /  /;;;0;;0;;;a;0;
145.261;CENTRALAR.COM;RIQUENA NETO AR CONDICIONADO LTDA;COM:11-4002.1717;MS;TRÊS LAGOAS;CENTRO;Avenida Filinto Müller,3700;79600-001;0;0;J;0;;;;;;;08.382.929/0001-34;283685107;diego.soares@centralar.com.br;  /  /;;;0;;0;;;a;0;
323.345;CENTRO DE COPIAS;CENTRO DE COPIAS ROSARIO LTDA;COM:51-3062.4690  COM:51-3226.6966;RS;PORTO ALEGRE;CENTRO HISTÓRICO;Rua Vigário José Inácio,371;90020-100;-30;-51;J;0;;;;;;;87.376.968/0001-03;0960664351;ccrpoa29@gmail.com;  /  /;;;323345;CENTRO DE COPIAS;0;;;;0;
325.823;CENTRO DO ENCANADORA;CENTRO DO ENCANADOR LTDA;COM:48-483433.5940;SC;CRICIUMA;CENTRO;Rua Henrique Lage,509;88801-010;-29;-49;J;0;;;;;;;02.076.278/0001-78;253568560;sem email.com;  /  /;;;325823;CENTRO DO ENCANADORA;0;;;;0;
326.198;CENTRO-OESTE;CENTRO-OESTE PRODUTOS INDUSTRIAIS LTDA;;SP;RIBEIRAO PRETO;CIDADE JARDIM;Rua Santa Rosa de Viterbo,600;14078-780;-21;-48;J;0;;;;;;;04.128.313/0001-80;582624202119;financeiro@centrooeste.com.br;  /  /;;;326198;CENTRO-OESTE;0;;;;0;
